小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
盛世中华二期,(龙泉驿阳光城)幸福路盛世中华二期,16108,2005年建成 ,塔楼/板楼/塔板结合,1.3元/平米/月,成都心连心物业管理有限公司,广州南方房产实业有限公司,4栋,22户
保利星荟,(高新大源)剑南大道保利星荟,16573,2018年建成 ,塔楼,3.8至5元/平米/月,保利物业发展股份有限公司成都分公司,保利（成都）房地产开发有限公司,5栋,2298户
碧桂园沁云里,"(高新远大)应龙北一路222号,吉龙一街55号",16429,2018年建成 ,塔楼/塔板结合,3.3元/平米/月,龙湖物业服务集团有限公司,成都沁园房地产开发有限公司,7栋,1591户
正成南郡,(高新中德)会龙大道与应龙南一路交汇处,16267,2017年建成 ,塔楼/板楼/塔板结合,3.6至6元/平米/月,暂无信息,成都正成中和置业有限公司,5栋,791户
大安东路49号,(青羊草市街)大安东路49号,16709,1990年建成 ,板楼,暂无信息,无物业管理服务,无,1栋,28户
牛王庙巷8号,(锦江合江亭)牛王庙巷8号,17010,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
一环路北二段7号院,(金牛金牛万达)一环路北二段7号,17105,1980年建成 ,板楼,0.2至0.5元/平米/月,小区业主委员会自管,暂无信息,14栋,298户
逸岭锦江,(都江堰青城山)高山流水路逸岭锦江,15820,2008年建成 ,板楼/塔板结合,4元/平米/月,上海锦江国际酒店管理公司,木都新城,94栋,94户
佳年华广场二期,(成华东客站)峨眉山路369号,16872,2019年建成 ,塔楼,2.18至6元/平米/月,四川通用物业管理有限责任公司,成都佳成时代投资有限公司,4栋,1437户
爱在城南,(高新中德)红星路南延线与新川大道交汇处,15876,2017年建成 ,板楼/塔板结合,3.2至3.51元/平米/月,成都科瑞福物业管理有限公司,四川省恒瑞实业有限公司,7栋,3204户
体育场东街76号,(彭州彭州)体育场东街76号,17206,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
水岸花都,(简阳)湖滨西街118号,16161,2015年建成 ,塔楼,1至1.15元/平米/月,暂无信息,暂无信息,6栋,692户
东升苑,(锦江合江亭)东升街49号,17036,1996年建成 ,板楼,0.1元/平米/月,业主自筹物业,无开发商,2栋,92户
明宇豪雅青城,(都江堰都江堰)鑫玉大道明宇豪雅青城,16392,2009年建成 ,塔楼/板楼,1.6至5元/平米/月,暂无信息,四川经都置业有限公司,98栋,1089户
北星城,(金牛天回镇)天龙大道中段（西部地理信息技术产业园旁）,14822,2017年建成 ,板楼/塔板结合,2.38至4元/平米/月,成都合达联行物业服务有限公司,四川云鼎莱房地产开发有限公司,25栋,2301户
一环路北三段2号,(金牛马鞍路)一环北路北三段一环路北三段2号,16712,1999年建成 ,板楼/塔板结合,1.2元/平米/月,暂无信息,暂无信息,3栋,461户
南城塘坎街38号院,(青羊人民公园)南城塘坎街38号,15934,1988年建成 ,板楼,0.6元/平米/月,无物业管理服务,暂无信息,1栋,4户
江陵路143号,(新都毗河)江陵路143号,17405,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
人民西路113号院,(青羊人民公园)人民西路113号,17285,1990年建成 ,塔楼/板楼,0.4元/平米/月,自主物业,物业和度娘都不知道开发商名称,1栋,45户
兴隆街6号附17号,(锦江盐市口)兴隆街6号附17号,16663,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,140户
翠海庭,(武侯川音)林荫街9号附3号,16515,2002年建成 ,板楼,1.5元/平米/月,暂无信息,暂无信息,3栋,243户
万科理想城三期·星河,(郫都犀浦)四川省成都市郫都区犀浦镇兴业北街8号,16582,2013年建成 ,塔楼/塔板结合,2.85元/平米/月,成都万科物业管理有限公司,暂无信息,18栋,2934户
蓝润天府MIC,(天府新区双流城区)华阳大道273号,15949,暂无信息 ,塔楼/板楼,3.9元/平米/月,成都远鸿物业管理有限公司,暂无信息,7栋,2608户
青城神韵二期,(崇州崇州)街子古镇金鱼街1号（青城神韵一期旁）,16761,2016年建成 ,板楼/塔板结合,1.1至2.5元/平米/月,成都名家物业管理有限公司,崇州天祥实业有限责任公司,15栋,589户
招商中央华城一期,(成华东郊记忆)成华区杉板桥路601号,21932,2015年建成 ,塔板结合,2.98至4元/平米/月,成都招商物业有限公司,招商地产,8栋,2025户
诗锦苑,(武侯新双楠)诗锦路36号,15738,2014年建成 ,板楼/塔板结合,0.5至3元/平米/月,全资子公司,成都乐佳投资有限责任公司,9栋,469户
教师公寓,(天府新区锦江生态带)新码头街2号,16039,暂无信息 ,未知类型,暂无信息,私人承办物业,暂无信息,1栋,73户
下莲池街12号,(锦江合江亭)下莲池街12号,15633,1980年建成 ,板楼,0.5元/平米/月,暂无信息,无,1栋,40户
中海格林威治城小户,(武侯川大)太平南新街6号,16213,1997年建成 ,塔楼/塔板结合,2.29至6元/平米/月,中海物业管理公司,无开发商,6栋,280户
花样年大溪谷果墅,(蒲江蒲江)鹤山街道顺城路88号附3号,16192,2018年建成 ,板楼/塔板结合,2.3元/平米/月,花样年物业管理成都分公司,暂无信息,5栋,5户
东城叠苑,(锦江静居寺)静居寺路15号,16310,2002年建成 ,塔楼,1元/平米/月,私人承办物业,无开发商,1栋,129户
和谐公寓,(武侯川音)老马路13号,16724,2009年建成 ,塔楼,2至4元/平米/月,私人承办物业,无开发商,1栋,121户
成功格林尚城,(成华八里小区)建设北路三段265号,17027,2005年建成 ,板楼,1.2元/平米/月,成都捷顺物业管理有限公司,四川成功企业发展有限公司,1栋,193户
玉湖苑,(新都保利公园)保利湖心岛玉湖苑,16326,2014年建成 ,板楼/塔板结合,2.2至3元/平米/月,保利物业成都分公司,成都市保都房地产开发有限公司,12栋,182户
东升街51号,(崇州崇州)东升街51号,17068,1999年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,1户
北新街40号,(锦江盐市口)北新街40号,17516,1990年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,4户
龙湖梵城,(成华万年场)建工路龙湖梵城,17552,2017年建成 ,塔楼/板楼,4.5元/平米/月,龙湖物业服务集团有限公司,成都龙湖辰顺置业有限公司,35栋,5393户
蓝光长岛国际一期,(双流蛟龙港)统力大道蓝光长岛国际一期,17419,2019年建成 ,塔楼/板楼/塔板结合,3.5元/平米/月,暂无信息,暂无信息,10栋,2040户
嘉裕第六洲斑斓屿,(崇州崇州)四川省成都市崇州市羊马街道崇阳大道2199号,16492,2011年建成 ,塔楼/板楼,3至3.5元/平米/月,暂无信息,暂无信息,12栋,29户
金牛区民政局宿舍,(金牛花照壁)一品天下大街903号,16119,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,4户
东南里街7号,(锦江合江亭)东南里街7号,16517,1982年建成 ,板楼,1元/平米/月,小区业主自发,暂无信息,1栋,50户
桃园三区,(龙泉驿阳光城)阳光大道桃园三区,16671,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,4户
星辉东路8号,(金牛马鞍路)星辉东路8号,16041,1999年建成 ,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,2户
林荫街13号,(武侯川音)林荫街13号,16658,1990年建成 ,平房,0.5元/平米/月,暂无信息,暂无信息,4栋,96户
锦和康城▪锦绣苑,(锦江三圣乡)丹桂街303号,15800,2016年建成 ,塔楼/塔板结合/平房,1.4元/平米/月,成都华居物业管理有限公司,暂无信息,8栋,2020户
文庙后街82号,(青羊人民公园)文庙后街82号,16815,1985年建成 ,塔板结合,0.5元/平米/月,街道办事处（居委会）代管物业,无开发商,1栋,57户
成功悦都,(成华八里小区)双建路建行正对面（原双建路79号）,17350,2015年建成 ,塔楼/塔板结合,2.18至2.98元/平米/月,四川成功物业服务有限公司,四川成功企业发展有限公司,3栋,1357户
中建天府公馆,(高新中德)观东二街中建天府公馆,15897,2021年建成 ,板楼/塔板结合,3.45元/平米/月,暂无信息,中建三局西部投资有限公司,12栋,1941户
马鞍东路11号,(金牛马鞍路)马鞍东路11号,15642,1995年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,8栋,432户
清安街1号院,(锦江合江亭)清安街1号,16213,1997年建成 ,板楼,0.5元/平米/月,暂无信息, 合肥万科瑞翔地产有限公司,1栋,49户
西城公寓,(青羊八宝街)西城角巷9号,17246,1998年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,1栋,55户
龙湖紫都城,(武侯簇桥)来凤五路56号,15958,2020年建成 ,塔楼/板楼,4元/平米/月,成都龙湖物业服务有限公司,成都龙湖锦正房地产开发有限公司,2栋,1278户
宝信青城,(都江堰青城山)106省道和聚青路交汇处,16554,2012年建成 ,板楼,4.6元/平米/月,成都嘉禾宝业物业管理有限公司,都江堰中盛宝信置业有限公司,11栋,692户
恒大曹家巷广场三期,(金牛马鞍路)一环内马鞍东路与府青路交汇处,17512,2017年建成 ,塔楼/塔板结合,2.7至5元/平米/月,金碧物业有限公司,恒大地产集团成都有限公司,7栋,3042户
紫宸星座,(金牛花照壁)花照壁西顺街388号,16562,2018年建成 ,塔楼,3至3.8元/平米/月,龙湖物业服务集团有限公司,成都旭泰置业有限公司,5栋,1482户
卓云庭,(双流东升镇)迎春路五段53号,16320,2005年建成 ,塔楼,1.4至2元/平米/月,暂无信息,卓远地产,3栋,305户
陕西街29号,(青羊人民公园)陕西街29号,17087,1980年建成 ,板楼,0.5元/平米/月,暂无信息,成都置信集团,2栋,51户
郭家桥北街11号,(武侯川大)郭家桥北街11号,16444,1998年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,1栋,46户
丽景苑,(双流航空港)川大路1段100号,15667,2004年建成 ,塔楼,1.6元/平米/月,成都万昊物业管理有限公司,武汉丽景地产公司,3栋,331户
泛悦城市广场,(成华驷马桥)昭觉横路10号,16981,2001年建成 ,塔楼/板楼/塔板结合,2.42至5元/平米/月,中国电建地产成都分公司,中国电建地产成都分公司,15栋,4363户
中铁瑞景汇中心,(金牛五块石)二环与蓉北商贸大道交界处（城北客运站中心对面）,15952,2018年建成 ,塔楼/塔板结合,2.6至10元/平米/月, 成都耐心物业管理有限公司,中铁八局集团成都旧城改造建设有限公司 ,2栋,3336户
红色佳苑,(金牛茶店子)育德路89号,16176,2001年建成 ,板楼,0.3至0.8元/平米/月,私人承办物业,无开发商,6栋,1024户
馨光嘉苑,(青羊外光华)瑞联东路馨光嘉苑,17448,2002年建成 ,塔楼,0.3至2.5元/平米/月,凯德商用房产管理咨询（上海）有限公司成都分公司, 重庆汇东房地产开发有限公司,13栋,2340户
草堂小筑,(青羊草堂)清江南街4号,17169,2001年建成 ,板楼/塔板结合,0.8至3元/平米/月,成都安怡物业管理有限公司,成都汇厦建设投资股份有限公司,3栋,232户
泰博理想城二期,(成华理工大)二仙桥北二路2号,16943,2005年建成 ,塔板结合,2.7至6元/平米/月,成都鑫博泰物业管理有限公司,成都泰博置业有限公司,8栋,2263户
馨地居,(成华新华公园)新鸿南支路8号,16322,2008年建成 ,塔楼/板楼,1.5元/平米/月,私人承办物业,无开发商,1栋,231户
水岸丽舍,(青羊草市街)大安东路3号,15645,2003年建成 ,塔楼/板楼,0.5至1.5元/平米/月,业主自筹物业,成都星辉实业开发有限责任公司,1栋,182户
小康人家,(锦江攀成钢)牛沙路19号,17288,1998年建成 ,板楼,0.5至1元/平米/月,暂无信息,小康中地（北京）置业有限公司,2栋,62户
朗基少帅府,(郫都犀浦)龙吟路朗基少帅府,13990,2016年建成 ,塔楼,2.5元/平米/月,成都朗基物业有限公司,成都朗云房地产有限公司,4栋,996户
华润东原时光绘,(锦江琉璃场)三色路华润·东原·时光绘,15758,2019年建成 ,塔楼/板楼,4.85至5.3元/平米/月,成都华润置地物业管理有限公司,华润置地（成都）发展有限公司,5栋,2016户
锦江公寓(青羊),(青羊人民公园)锦里中路60号,15804,1999年建成 ,板楼,0.7元/平米/月,街道办事处（居委会）代管物业,无开发商,2栋,135户
新港湾,(锦江静居寺)北顺西巷38号,15759,2002年建成 ,板楼,1元/平米/月,业主自筹物业,无开发商,2栋,162户
名著司南,"(高新广都)天府大道南段1355号, 雅和南一路99号, 雅和南二路70号",18742,2013年建成 ,塔板结合,2.2至2.4元/平米/月, 四川名著物业有限公司,四川名著房地产开发有限公司,14栋,5345户
华润橡树湾A区,"(郫都橡树湾)西区大道1398号, 银润南一路66号, 西区大道1558号",15941,2008年建成 ,塔板结合,1.9至4.5元/平米/月,成都华润置地物业管理有限公司,成都蜀都华润置地有限公司,13栋,3517户
华润橡树湾B区,"(郫都橡树湾)西大道1398号, 银润南一路55号",17891,2008年建成 ,塔楼/塔板结合,1.9至4元/平米/月,成都华润置地物业管理有限公司,成都蜀都华润置地有限公司,13栋,4013户
龙城1号,"(龙泉驿大面)龙城大道1号, 青台山路860号",17506,2008年建成 ,塔楼/板楼/塔板结合/平房,1.29至5.2元/平米/月,成都安达祥和置业有限公司,成都志达房地产开发有限公司,69栋,5077户
金阳易诚国际,(青羊外光华)培华路399号,19071,2010年建成 ,塔楼,1.6元/平米/月,成都市金阳物业管理有限公司,成都金阳华英达置业有限公司,6栋,2690户
金科一城,(成华动物园)东丽街138号,18620,2008年建成 ,塔楼,1.9元/平米/月,金科物业服务有限公司成都分公司,成都金科房地产开发有限公司,20栋,5183户
东洪广厦,未找到当前小区信息
绿地世纪城,"(金牛驷马桥)韦家碾一路2号, 韦家碾一路24号",17897,2012年建成 ,塔楼,2.5元/平米/月,成都嘉诚新悦物业管理集团有限公司,绿地集团成都金牛房地产开发有限公司,18栋,3636户
南阳盛世二期,(天府新区南湖)广华街18号,17791,2011年建成 ,塔板结合,1.5元/平米/月,成都福美乐物业管理有限责任公司,成都玉屏房产开发有限公司,6栋,769户
天府逸家一期,"(龙泉驿大面)金枫路与青台山路交叉口西150米,金槐街258号",15469,2010年建成 ,塔板结合,2至6元/平米/月,四川省国嘉物业服务有限公司,成都市永平置业有限公司,12栋,2438户
天鹅湖北苑,(高新新会展)天府大道中段177号,17780,2005年建成 ,塔板结合,1.2至2.1元/平米/月,成都世纪城物业管理有限公司,成都世纪城新国际会展中心有限公司,3栋,2283户
南阳盛世,(天府新区南湖)华阳正东中街149号,19489,2005年建成 ,板楼/塔板结合,1.5至1.52元/平米/月,成都福美乐物业管理有限责任公司,成都玉屏房产开发有限公司,11栋,3664户
人居锦尚春天B区,(锦江三圣乡)航天立交桥三环外红豆树街377号,19453,2003年建成 ,塔楼/板楼,1.23至1.48元/平米/月,成都洁兴物业管理有限公司,成都人居置业有限公司,6栋,1408户
西岸观邸,(金牛国宾)金瑞路118号,16432,2006年建成 ,塔板结合,1.6至1.83元/平米/月,中国水电建设集团房地产（成都）有限公司,中国水电建设集团房地产（成都）有限公司,12栋,2639户
百悦天鹅湖,(龙泉驿大面)大面街道办事处金桉路1号百悦天鹅湖,15854,2013年建成 ,塔楼/塔板结合,1.7至5元/平米/月,暂无信息,成都百城投资有限责任公司,28栋,3856户
保利玫瑰花语,"(龙泉驿大面)龙城大道保利玫瑰花语, 龙城大道468号, 龙城大道440号",16046,2013年建成 ,板楼,1.89至4元/平米/月,保利物业成都分公司,成都保龙房地产开发有限公司,12栋,3813户
